date_extracted,ARMA,ARIMA,SARIMAX,result
2023-04-21,0.06166510743893093,0.08180988284654406,0.07572853699154838,0.10118046399455029
2023-04-22,0.06134070620811663,0.08115145323166394,0.08876213308936015,0.07502619522681252
2023-04-23,0.061018011552753576,0.08208052926195175,0.0699137338868514,0.07204603330322754
2023-04-24,0.06069701449507136,0.08144401989774562,0.08104293827937344,0.04146711022563295
2023-04-25,0.060377706104528875,0.08235147835180416,0.10899642991108986,0.06550576449013949
2023-04-26,0.060060077497565846,0.08173628806870614,0.06719260613162878,0.09817398645064086
2023-04-27,0.05974411983735569,0.08262272181516224,0.074350317331947,0.09458360826744118
2023-04-28,0.05942982433355966,0.0820282659308653,0.05048730801057752,0.04503541627454671
2023-04-29,0.05911718224208228,0.08289425157874271,0.0550319869463224,0.05776657329598506
2023-04-30,0.0588061848648281,0.0823199614460306,0.0588182788363768,0.04851551226551227
2023-05-01,0.05849682354945967,0.08316605979067461,0.037657630130342415,0.05110988128033583
2023-05-02,0.05818908968915683,0.08261138235765453,0.058020180750543326,0.03262086623693767
2023-05-03,0.05788297472237727,0.0834381388144269,0.06957583686580064,0.05373176642198381
2023-05-04,0.05757847013261834,0.08290253619682303,0.08508443206446263,0.07847497384224841
2023-05-05,0.05727556744818008,0.08371048122290273,0.06503671262731188,0.07794541877875212
2023-05-06,0.056974258241929567,0.08319343028807971,0.07708560092938044,0.03790901046519024
2023-05-07,0.05667453413106642,0.08398307979269566,0.10545832652743886,0.07269069664902998
2023-05-08,0.05637638677688962,0.08348407175509036,0.06282642904411369,0.04757396165365067
2023-05-09,0.0560798078845655,0.08425592749850339,0.07164867085138346,0.035031323027354774
2023-05-10,0.05578478920289696,0.08377446752615204,0.046546256027928945,0.08090565999656908
2023-05-11,0.05549132252409391,0.08452901750769466,0.04990893626170321,0.05903821576786693
2023-05-12,0.05519939968354495,0.08406462433955113,0.054036225438527916,0.07465407501697824
2023-05-13,0.054909012559590194,0.0848023431750252,0.03297581632339407,0.04933634967725877
2023-05-14,0.0546201530732953,0.08435454874877447,0.05545209754713919,0.13430920359291146
2023-05-15,0.05433281318822674,0.08507589803749864,0.06578853477051888,0.09273182957393483
2023-05-17,0.054046984910228205,0.08464424712757755,0.0812034782866651,0.07636653996410094
2023-05-18,0.05376266028719818,0.0853496758093682,0.06081406984709868,0.035929118773946354
